profile_id,dataset,latitude,longitude,total_depth_cm,n_layers,sum_OrgC_Stock_kgm2,mean_BDOD,mean_OrgC_pct,country_name,year,first,elevation_m,slope,elevationRelMHW,twi,dist_to_channel_m,tidal_flat_prob,coastal_dist_m,VV_mean,VH_mean,VVVH_ratio,B,G,R,B5,B6,B7,NIR,SWIR1,SWIR2,NDVI_median,LSWI_median,mNDWI_median,NDVI_stdDev,SAVI_median,tidal_wetness,MAT_C,MAP_mm
1069,Janousek,49.04878,-123.04572,30.0,22,10.97595,0.53,11.845454545454546,,,0.1103873454259207,4,1.4148249626159668,3.5,3.7010187051033854,468.614990234375,0,618.4658203125,-11.84490788719132,-16.638139864492675,4.793231977301355,,,,,,,,,,,,,,,,10.764855072463767,1126.6521739130435
107,Janousek,48.5479,-122.5108,100.0,4,4.9055,1.4025,0.325,,,0.2063875973382605,0,0.0,-0.5,6.907755278982137,0.0,1,0.0,-21.090095855952722,-28.58667535660897,7.4965795006562495,,,,,,,,,,,,,,,,10.605072463768115,823.6521739130435
1070,Janousek,49.04656,-123.04444,30.0,24,5.48355,0.9416666666666668,2.0770833333333334,,,0.08055297541109978,5,4.6273674964904785,4.5,2.5140621572756743,212.1320343017578,0,361.2478332519531,-12.255149171473686,-19.525919641377264,7.270770469903578,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
1071,Janousek,49.04753,-123.04361,30.0,17,8.777735999999999,0.7058823529411765,7.123529411764705,,,0.10495258541808479,4,1.4148012399673462,3.5,3.701035479258649,247.38633728027344,0,417.8516540527344,-11.687945961179857,-16.647349155143377,4.959403193963521,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
1072,Janousek,49.04658,-123.04183,50.0,30,10.253256,0.7836666666666666,5.003333333333333,,,0.10037233960663519,4,0.9274099469184875,3.5,4.123500053280157,108.16654205322266,0,216.3330841064453,-11.791284456501623,-18.05934040632111,6.268055949819486,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
1073,Janousek,49.03,-123.0435,50.0,30,17.5397125,0.5453333333333333,8.645,,,0.21413892030064482,0,0.0,-0.5,6.907755278982137,0.0,1,0.0,-20.89985851935531,-28.564600521362472,7.664742002007163,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
1074,Janousek,49.04339,-123.04869,55.0,10,37.79725,0.527,24.105,,,0.12608023275550423,4,1.8543341159820557,3.5,3.4303529125286274,150.0,0,241.86773681640625,-11.081859220016621,-16.79817009474447,5.716310874727849,,,,,,,,,,,,,,,,10.597644927536233,1046.608695652174
108,Janousek,48.5479,-122.511,100.0,4,4.2135,1.46,0.325,,,0.21856033919181758,0,0.0,-0.5,6.907755278982137,0.0,1,0.0,-21.24042839143431,-28.720308171818935,7.479879780384625,,,,,,,,,,,,,,,,10.605072463768115,823.6521739130435
109,Janousek,48.3318,-122.4177,100.0,4,19.581,0.605,3.3,,,0.1161322479904737,0,0.0,-0.5,6.907755278982137,94.86833190917969,0,127.27922058105469,-9.738726222527845,-17.01120927999668,7.272483057468836,,,,,,,,,,,,,,,,11.003260869565217,820.3043478260869
1097,Janousek,43.73521,-124.11925,101.0,77,31.469725,0.9631168831168831,3.950324675324676,,,0.1870930973430362,2,1.2834298610687256,1.5,3.7985244627027543,60.0,0,90.0,-14.192713623280742,-18.531980475153148,4.339266851872406,,,,,,,,,,,,,,,,11.652355072463768,1679.4782608695652
11,Janousek,38.2007,-122.0285,30.0,5,12.255625,0.244,17.23,,,0.10647342240305378,1,1.5007268190383911,0.5,3.6420495521773284,424.2640686035156,0,742.7650756835938,-11.92672272214206,-16.465326784759025,4.538604062616965,,,,,,,,,,,,,,,,16.17518115942029,518.6521739130435
110,Janousek,48.3319,-122.4176,100.0,4,20.1075,0.48,4.6,,,0.13993833887490145,0,0.0,-0.5,6.907755278982137,94.86833190917969,0,127.27922058105469,-10.597900487260707,-16.49079173195301,5.8928912446923025,,,,,,,,,,,,,,,,11.003260869565217,820.3043478260869
